순번,CATEID,KAKAO_RY_BG_ZCD,KAKAO_RY_MD_ZCD,KAKAO_RY_SL_ZCD,CATEID_NM,KAKAO_RY_BG_ZCD_NM,KAKAO_RY_MD_ZCD_NM,KAKAO_RY_SL_ZCD_NM,NAME1,NAME2,NAME3,CATENAME
,카카오업종코드,카카오업종대분류코드,카카오업종중분류코드,카카오업종소분류코드,카카오업종코드명,카카오업종대분류명,카카오업종중분류명,카카오업종소분류명,카카오업종분류명1,카카오업종분류명2,카카오업종분류명3,카카오업종분류명
421,306,3,306,,학교부속시설,교육^학문,학교부속시설,,교육^학문,학교부속시설,,학교부속시설
422,126,3,126,,학습교재,교육^학문,학습교재,,교육^학문,학습교재,,학습교재
423,3336,3,126,,학습교재,교육^학문,학습교재,,교육^학문,학습교재,요미요미,요미요미
424,942,3,126,942,학습지,교육^학문,학습교재,학습지,교육^학문,학습교재,학습지,학습지
425,89,3,89,,학습시설,교육^학문,학습시설,,교육^학문,학습시설,,학습시설
426,829,3,89,829,도서관,교육^학문,학습시설,도서관,교육^학문,학습시설,도서관,도서관
427,18427,3,89,829,도서관,교육^학문,학습시설,도서관,교육^학문,학습시설,도서관,작은도서관
428,307,3,89,307,독서실,교육^학문,학습시설,독서실,교육^학문,학습시설,독서실,독서실
429,22437,3,89,307,독서실,교육^학문,학습시설,독서실,교육^학문,학습시설,독서실,토즈스터디센터
430,105,3,105,,학원,교육^학문,학원,,교육^학문,학원,,학원
431,936,3,105,936,간호학원,교육^학문,학원,간호학원,교육^학문,학원,간호학원,간호학원
432,832,3,105,832,검정고시학원,교육^학문,학원,검정고시학원,교육^학문,학원,검정고시학원,검정고시학원
433,301,3,105,301,공무원시험학원,교육^학문,학원,공무원시험학원,교육^학문,학원,공무원시험학원,공무원시험학원
434,937,3,105,301,공무원시험학원,교육^학문,학원,공무원시험학원,교육^학문,학원,공무원시험학원,임용고시학원
435,411,3,105,411,공인중개사학원,교육^학문,학원,공인중개사학원,교육^학문,학원,공인중개사학원,공인중개사학원
436,838,3,105,838,글쓰기^독서지도학원,교육^학문,학원,글쓰기^독서지도학원,교육^학문,학원,글쓰기^독서지도학원,글쓰기^독서지도학원
437,18104,3,105,18104,꽃꽂이학원,교육^학문,학원,꽃꽂이학원,교육^학문,학원,꽃꽂이학원,꽃꽂이학원
438,191,3,105,191,논술학원,교육^학문,학원,논술학원,교육^학문,학원,논술학원,논술학원
439,733,3,105,733,무용학원^발레학원,교육^학문,학원,무용학원^발레학원,교육^학문,학원,무용학원^발레학원,무용학원^발레학원
440,943,3,105,943,미술학원,교육^학문,학원,미술학원,교육^학문,학원,미술학원,미술학원
441,310,3,105,310,미용학원,교육^학문,학원,미용학원,교육^학문,학원,미용학원,미용학원
442,938,3,105,938,방송기술학원,교육^학문,학원,방송기술학원,교육^학문,학원,방송기술학원,방송기술학원
443,836,3,105,836,번역학원^통역학원,교육^학문,학원,번역학원^통역학원,교육^학문,학원,번역학원^통역학원,번역학원^통역학원
444,2905,3,105,2905,법무사학원,교육^학문,학원,법무사학원,교육^학문,학원,법무사학원,법무사학원
445,2904,3,105,2904,변리사학원,교육^학문,학원,변리사학원,교육^학문,학원,변리사학원,변리사학원
446,521,3,105,521,보석감정^세공학원,교육^학문,학원,보석감정^세공학원,교육^학문,학원,보석감정^세공학원,보석감정^세공학원
447,17211,3,105,17211,보습학원,교육^학문,학원,보습학원,교육^학문,학원,보습학원,보습학원
448,527,3,105,527,사진학원,교육^학문,학원,사진학원,교육^학문,학원,사진학원,사진학원
449,193,3,105,193,서예^한문학원,교육^학문,학원,서예^한문학원,교육^학문,학원,서예^한문학원,서예^한문학원
450,516,3,105,516,세무회계학원,교육^학문,학원,세무회계학원,교육^학문,학원,세무회계학원,세무회계학원
451,939,3,105,939,세탁학원,교육^학문,학원,세탁학원,교육^학문,학원,세탁학원,세탁학원
452,22412,3,105,22412,속독학원,교육^학문,학원,속독학원,교육^학문,학원,속독학원,속독학원
453,17255,3,105,17255,속셈학원,교육^학문,학원,속셈학원,교육^학문,학원,속셈학원,속셈학원
454,22300,3,105,22300,수학학원,교육^학문,학원,수학학원,교육^학문,학원,수학학원,수학학원
455,23278,3,105,23278,실내운전연습장,교육^학문,학원,실내운전연습장,교육^학문,학원,실내운전연습장,실내운전연습장
456,520,3,105,520,애견미용학원,교육^학문,학원,애견미용학원,교육^학문,학원,애견미용학원,애견미용학원
457,839,3,105,839,애니메이션학원^만화학원,교육^학문,학원,애니메이션학원^만화학원,교육^학문,학원,애니메이션학원^만화학원,애니메이션학원^만화학원
458,18105,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,어학원
459,734,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,영어학원
460,2664,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,GnB어학원
461,2631,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,YBM어학원
462,2976,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,민병철어학원
463,2693,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,아발론교육
464,2791,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,윤선생영어숲
465,2584,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,이보영의토킹클럽
466,837,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,일본어학원
467,641,3,105,18105,어학원,교육^학문,학원,어학원,교육^학문,학원,어학원,중국어학원
468,22326,3,105,22326,연기학원,교육^학문,학원,연기학원,교육^학문,학원,연기학원,연기학원
469,188,3,105,188,요리학원,교육^학문,학원,요리학원,교육^학문,학원,요리학원,요리학원
470,410,3,105,188,요리학원,교육^학문,학원,요리학원,교육^학문,학원,요리학원,제과기술학원
471,17212,3,105,17212,웅변^스피치학원,교육^학문,학원,웅변^스피치학원,교육^학문,학원,웅변^스피치학원,웅변^스피치학원
472,415,3,105,415,음악학원,교육^학문,학원,음악학원,교육^학문,학원,음악학원,음악학원
473,18180,3,105,415,음악학원,교육^학문,학원,음악학원,교육^학문,학원,음악학원,실용음악학원
474,3396,3,105,415,음악학원,교육^학문,학원,음악학원,교육^학문,학원,음악학원,주니퍼실용음악학원
475,2716,3,105,415,음악학원,교육^학문,학원,음악학원,교육^학문,학원,음악학원,킨더뮤직
476,1490,3,105,415,음악학원,교육^학문,학원,음악학원,교육^학문,학원,음악학원,피아노학원
477,309,3,105,309,입시학원,교육^학문,학원,입시학원,교육^학문,학원,입시학원,입시학원
478,206,3,105,206,자동차운전학원,교육^학문,학원,자동차운전학원,교육^학문,학원,자동차운전학원,자동차운전학원
479,18219,3,105,206,자동차운전학원,교육^학문,학원,자동차운전학원,교육^학문,학원,자동차운전학원,자동차운전전문학원
480,2906,3,105,2906,주택관리사학원,교육^학문,학원,주택관리사학원,교육^학문,학원,주택관리사학원,주택관리사학원
481,2903,3,105,2903,직업상담사학원,교육^학문,학원,직업상담사학원,교육^학문,학원,직업상담사학원,직업상담사학원
482,302,3,105,302,컴퓨터학원,교육^학문,학원,컴퓨터학원,교육^학문,학원,컴퓨터학원,컴퓨터학원
483,222,3,105,222,패션디자인학원,교육^학문,학원,패션디자인학원,교육^학문,학원,패션디자인학원,패션디자인학원
484,637,3,105,637,편물학원,교육^학문,학원,편물학원,교육^학문,학원,편물학원,편물학원
485,735,3,105,735,편입학원,교육^학문,학원,편입학원,교육^학문,학원,편입학원,편입학원
486,3126,3,105,735,편입학원,교육^학문,학원,편입학원,교육^학문,학원,편입학원,김영편입학원
487,522,3,105,522,항공^스튜어디스학원,교육^학문,학원,항공^스튜어디스학원,교육^학문,학원,항공^스튜어디스학원,항공^스튜어디스학원
488,4,4,,,교통^수송,교통^수송,,,교통^수송,,,교통^수송
489,58,4,58,,교통시설,교통^수송,교통시설,,교통^수송,교통시설,,교통시설
490,673,4,58,673,고속^시외버스정류장,교통^수송,교통시설,고속^시외버스정류장,교통^수송,교통시설,고속^시외버스정류장,고속^시외버스정류장
491,869,4,58,869,고속^시외버스터미널,교통^수송,교통시설,고속^시외버스터미널,교통^수송,교통시설,고속^시외버스터미널,고속^시외버스터미널
492,570,4,58,570,공항,교통^수송,교통시설,공항,교통^수송,교통시설,공항,공항
493,357,4,58,357,도심공항터미널,교통^수송,교통시설,도심공항터미널,교통^수송,교통시설,도심공항터미널,도심공항터미널
494,775,4,58,775,등대,교통^수송,교통시설,등대,교통^수송,교통시설,등대,등대
495,223,4,58,223,선착장^항만시설,교통^수송,교통시설,선착장^항만시설,교통^수송,교통시설,선착장^항만시설,선착장^항만시설
496,858,4,58,223,선착장^항만시설,교통^수송,교통시설,선착장^항만시설,교통^수송,교통시설,선착장^항만시설,유람선선착장
497,772,4,58,772,여객선터미널,교통^수송,교통시설,여객선터미널,교통^수송,교통시설,여객선터미널,여객선터미널
498,573,4,58,573,주차장,교통^수송,교통시설,주차장,교통^수송,교통시설,주차장,주차장
499,18181,4,58,573,주차장,교통^수송,교통시설,주차장,교통^수송,교통시설,주차장,공영주차장
500,23280,4,58,573,주차장,교통^수송,교통시설,주차장,교통^수송,교통시설,주차장,주차빌딩
501,22987,4,58,22987,카셰어링,교통^수송,교통시설,카셰어링,교통^수송,교통시설,카셰어링,카셰어링
502,22422,4,58,22987,카셰어링,교통^수송,교통시설,카셰어링,교통^수송,교통시설,카셰어링,그린존
503,22222,4,58,22987,카셰어링,교통^수송,교통시설,카셰어링,교통^수송,교통시설,카셰어링,쏘카존
504,680,4,58,680,항구^포구,교통^수송,교통시설,항구^포구,교통^수송,교통시설,항구^포구,항구^포구
505,675,4,58,675,화물터미널,교통^수송,교통시설,화물터미널,교통^수송,교통시설,화물터미널,화물터미널
506,142,4,142,,기차^철도,교통^수송,기차^철도,,교통^수송,기차^철도,,기차^철도
507,240,4,142,240,기차역,교통^수송,기차^철도,기차역,교통^수송,기차^철도,기차역,기차역
508,22976,4,142,240,기차역,교통^수송,기차^철도,기차역,교통^수송,기차^철도,기차역,KTX^SRT정차역
509,672,4,142,240,기차역,교통^수송,기차^철도,기차역,교통^수송,기차^철도,기차역,KTX정차역
510,22975,4,142,240,기차역,교통^수송,기차^철도,기차역,교통^수송,기차^철도,기차역,SRT정차역
511,18182,4,142,240,기차역,교통^수송,기차^철도,기차역,교통^수송,기차^철도,기차역,폐역
512,137,4,137,,도로시설,교통^수송,도로시설,,교통^수송,도로시설,,도로시설
513,774,4,137,774,IC,교통^수송,도로시설,IC,교통^수송,도로시설,IC,IC
514,873,4,137,774,IC,교통^수송,도로시설,IC,교통^수송,도로시설,IC,고속도로IC
515,872,4,137,872,고가차도,교통^수송,도로시설,고가차도,교통^수송,도로시설,고가차도,고가차도
516,246,4,137,246,교량^다리,교통^수송,도로시설,교량^다리,교통^수송,도로시설,교량^다리,교량^다리
517,876,4,137,246,교량^다리,교통^수송,도로시설,교량^다리,교통^수송,도로시설,교량^다리,대교
518,678,4,137,678,교차로,교통^수송,도로시설,교차로,교통^수송,도로시설,교차로,교차로
519,987,4,137,987,도로명,교통^수송,도로시설,도로명,교통^수송,도로시설,도로명,도로명
520,874,4,137,987,도로명,교통^수송,도로시설,도로명,교통^수송,도로시설,도로명,고속도로명
521,461,4,137,461,분기점^JC,교통^수송,도로시설,분기점^JC,교통^수송,도로시설,분기점^JC,분기점^JC
522,22442,4,137,22442,육교,교통^수송,도로시설,육교,교통^수송,도로시설,육교,육교
523,575,4,137,575,자전거도로,교통^수송,도로시설,자전거도로,교통^수송,도로시설,자전거도로,자전거도로
524,358,4,137,358,지하차도,교통^수송,도로시설,지하차도,교통^수송,도로시설,지하차도,지하차도
525,462,4,137,462,터널,교통^수송,도로시설,터널,교통^수송,도로시설,터널,터널
526,577,4,137,577,톨게이트,교통^수송,도로시설,톨게이트,교통^수송,도로시설,톨게이트,톨게이트
527,57,4,57,,오토바이,교통^수송,오토바이,,교통^수송,오토바이,,오토바이
528,2812,4,2812,,운송,교통^수송,운송,,교통^수송,운송,,운송
529,143,4,2812,143,버스회사,교통^수송,운송,버스회사,교통^수송,운송,버스회사,버스회사
530,460,4,2812,143,버스회사,교통^수송,운송,버스회사,교통^수송,운송,버스회사,공항리무진버스
531,674,4,2812,143,버스회사,교통^수송,운송,버스회사,교통^수송,운송,버스회사,시내버스
532,572,4,2812,143,버스회사,교통^수송,운송,버스회사,교통^수송,운송,버스회사,시외버스
533,773,4,2812,143,버스회사,교통^수송,운송,버스회사,교통^수송,운송,버스회사,전세버스
534,18106,4,2812,18106,퀵서비스,교통^수송,운송,퀵서비스,교통^수송,운송,퀵서비스,퀵서비스
535,242,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,택배
536,22250,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,경동택배
537,2552,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,대한통운
538,2567,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,동부익스프레스
539,22254,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,드림택배
540,22251,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,로젠택배
541,2551,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,롯데택배
542,22252,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,한진택배
543,22405,4,2812,242,택배,교통^수송,운송,택배,교통^수송,운송,택배,합동택배
544,45,4,2812,45,항공사,교통^수송,운송,항공사,교통^수송,운송,항공사,항공사
545,2841,4,2812,2841,해운^해상,교통^수송,운송,해운^해상,교통^수송,운송,해운^해상,해운^해상
546,17224,4,17224,,입출구,교통^수송,입출구,,교통^수송,입출구,,입출구
547,67,4,67,,자동차,교통^수송,자동차,,교통^수송,자동차,,자동차
548,22429,4,67,22429,CNG충전소,교통^수송,자동차,CNG충전소,교통^수송,자동차,CNG충전소,CNG충전소
549,442,4,67,442,견인,교통^수송,자동차,견인,교통^수송,자동차,견인,견인
550,18183,4,67,442,견인,교통^수송,자동차,견인,교통^수송,자동차,견인,견인차량보관소
551,1471,4,67,1471,세차장,교통^수송,자동차,세차장,교통^수송,자동차,세차장,세차장
552,18184,4,67,1471,세차장,교통^수송,자동차,세차장,교통^수송,자동차,세차장,셀프세차장
553,23273,4,67,23273,수소자동차 충전소,교통^수송,자동차,수소자동차 충전소,교통^수송,자동차,수소자동차 충전소,수소자동차 충전소
554,1026,4,67,1026,썬팅^광택,교통^수송,자동차,썬팅^광택,교통^수송,자동차,썬팅^광택,썬팅^광택
555,22197,4,67,1026,썬팅^광택,교통^수송,자동차,썬팅^광택,교통^수송,자동차,썬팅^광택,3M공식인증썬팅전문점
556,22414,4,67,1026,썬팅^광택,교통^수송,자동차,썬팅^광택,교통^수송,자동차,썬팅^광택,루마썬팅
557,22304,4,67,1026,썬팅^광택,교통^수송,자동차,썬팅^광택,교통^수송,자동차,썬팅^광택,세덴
558,22432,4,67,1026,썬팅^광택,교통^수송,자동차,썬팅^광택,교통^수송,자동차,썬팅^광택,소낙스
559,297,4,67,297,자동차검사소,교통^수송,자동차,자동차검사소,교통^수송,자동차,자동차검사소,자동차검사소
560,3354,4,67,3354,자동차부품,교통^수송,자동차,자동차부품,교통^수송,자동차,자동차부품,자동차부품
561,18107,4,67,18107,자동차용품,교통^수송,자동차,자동차용품,교통^수송,자동차,자동차용품,자동차용품
562,17257,4,67,18107,자동차용품,교통^수송,자동차,자동차용품,교통^수송,자동차,자동차용품,만도플라자
563,22195,4,67,18107,자동차용품,교통^수송,자동차,자동차용품,교통^수송,자동차,자동차용품,자동차유리
564,1491,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,자동차정비
565,2793,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,SK엔카
566,22295,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,금호타이어
567,22297,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,KTS
568,22296,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어365
569,2818,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어프로
570,18233,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,기아자동차서비스센터
571,1430,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,기아오토큐
572,22294,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,넥센타이어
573,2823,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어테크
574,2824,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어테크 플러스
575,1532,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,르노삼성정비센터
576,22986,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,마스타자동차
577,2830,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,마이네키코리아
578,2831,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,모터스테이션
579,1612,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,스피드메이트
580,1657,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,쌍용자동차정비센터
581,2657,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,애니카랜드
582,22210,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,엔진마을
583,2652,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,오토오아시스
584,1406,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,카젠
585,22331,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,카튜닝샾
586,17268,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어뱅크
587,22212,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,프로미카월드
588,22415,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,하이카프라자
589,1216,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,한국GM쉐보레정비센터
590,2822,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,한국타이어
591,2821,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,TBX
592,2819,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,T스테이션
593,18232,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,더타이어샵
594,2820,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,타이어타운
595,1810,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,현대자동차정비센터
596,2659,4,67,1491,자동차정비,교통^수송,자동차,자동차정비,교통^수송,자동차,자동차정비,블루핸즈
597,443,4,67,443,자동차중개업^매매,교통^수송,자동차,자동차중개업^매매,교통^수송,자동차,자동차중개업^매매,자동차중개업^매매
598,1027,4,67,443,자동차중개업^매매,교통^수송,자동차,자동차중개업^매매,교통^수송,자동차,자동차중개업^매매,중고차
599,514,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,자동차판매점
600,1842,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,BMW
601,1838,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,기아자동차
602,1821,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,닛산
603,1829,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,렉서스
604,1868,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,르노삼성자동차
605,1822,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,링컨
606,1850,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,메르세데스벤츠
607,1870,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,벤틀리
608,1895,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,볼보
609,1883,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,쌍용자동차
610,1852,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,아우디
611,1857,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,인피니티
612,1848,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,재규어 랜드로버 코리아
613,1858,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,지프
614,1839,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,캐딜락
615,1820,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,크라이슬러
616,1828,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,토요타
617,1826,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,포드
618,1840,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,포르쉐
619,1841,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,폭스바겐
620,1892,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,푸조
621,1867,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,한국GM쉐보레
622,1827,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,현대자동차
623,1869,4,67,514,자동차판매점,교통^수송,자동차,자동차판매점,교통^수송,자동차,자동차판매점,혼다
624,18428,4,67,18428,전기자동차 충전소,교통^수송,자동차,전기자동차 충전소,교통^수송,자동차,전기자동차 충전소,전기자동차 충전소
625,23266,4,67,18428,전기자동차 충전소,교통^수송,자동차,전기자동차 충전소,교통^수송,자동차,전기자동차 충전소,환경부전기차 충전소
626,1013,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,주유^가스
627,2909,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,LPG충전소
628,2912,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,E1 LPG충전소
629,2930,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,GS칼텍스 LPG충전소
630,2928,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,S-oil LPG충전소
631,2910,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,SK LPG충전소
632,2929,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,오일뱅크 LPG충전소
633,17220,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,저유소
634,2529,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,주유소
635,22421,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,EX OIL
636,1348,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,GS칼텍스
637,2913,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,NC오일
638,1350,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,S-oil주유소
639,1349,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,SK주유소
640,2915,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,농협주유소
641,17262,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,알뜰주유소
642,1173,4,67,1013,주유^가스,교통^수송,자동차,주유^가스,교통^수송,자동차,주유^가스,오일뱅크주유소
643,1492,4,67,1492,카인테리어,교통^수송,자동차,카인테리어,교통^수송,자동차,카인테리어,카인테리어
644,18108,4,67,18108,폐차,교통^수송,자동차,폐차,교통^수송,자동차,폐차,폐차
645,2558,4,67,,자동차,교통^수송,자동차,,교통^수송,자동차,현대모비스,현대모비스
646,139,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,,지하철^전철
647,22950,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,경강선,경강선
648,798,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,경의중앙선,경의중앙선
649,2855,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,경춘선,경춘선
650,706,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,공항선,공항선
651,703,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,광주1호선,광주1호선
652,273,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,광주2호선,광주2호선
653,600,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,대구1호선,대구1호선
654,704,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,대구2호선,대구2호선
655,18433,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,대구3호선,대구3호선
656,274,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,대전1호선,대전1호선
657,22978,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,동해선,동해선
658,900,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,부산1호선,부산1호선
659,901,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,부산2호선,부산2호선
660,601,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,부산3호선,부산3호선
661,2945,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,부산4호선,부산4호선
662,3281,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,부산김해경전철,부산김해경전철
663,707,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,분당선,분당선
664,479,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권1호선,수도권1호선
665,902,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권2호선,수도권2호선
666,602,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권3호선,수도권3호선
667,705,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권4호선,수도권4호선
668,381,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권5호선,수도권5호선
669,480,4,139,,지하철^전철,교통^수송,지하철^전철,,교통^수송,지하철^전철,수도권6호선,수도권6호선
