순번,CATEID,KAKAO_RY_BG_ZCD,KAKAO_RY_MD_ZCD,KAKAO_RY_SL_ZCD,CATEID_NM,KAKAO_RY_BG_ZCD_NM,KAKAO_RY_MD_ZCD_NM,KAKAO_RY_SL_ZCD_NM,NAME1,NAME2,NAME3,CATENAME
,카카오업종코드,카카오업종대분류코드,카카오업종중분류코드,카카오업종소분류코드,카카오업종코드명,카카오업종대분류명,카카오업종중분류명,카카오업종소분류명,카카오업종분류명1,카카오업종분류명2,카카오업종분류명3,카카오업종분류명
1,5,5,,,가정^생활,가정^생활,,,가정^생활,,,가정^생활
2,2829,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,,가구판매
3,18085,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,가구거리,가구거리
4,22225,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,까사미아,까사미아
5,22226,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,리바트,리바트
6,22396,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,밴키즈,밴키즈
7,22946,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,에이스침대,에이스침대
8,2857,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,장인가구,장인가구
9,3011,5,2829,,가구판매,가정^생활,가구판매,,가정^생활,가구판매,한샘,한샘
10,151,5,151,,결혼,가정^생활,결혼,,가정^생활,결혼,,결혼
11,855,5,151,855,결혼정보회사,가정^생활,결혼,결혼정보회사,가정^생활,결혼,결혼정보회사,결혼정보회사
12,3312,5,151,3312,예식관련기타,가정^생활,결혼,예식관련기타,가정^생활,결혼,예식관련기타,예식관련기타
13,332,5,151,332,예식장,가정^생활,결혼,예식장,가정^생활,결혼,예식장,예식장
14,856,5,151,856,웨딩드레스,가정^생활,결혼,웨딩드레스,가정^생활,결혼,웨딩드레스,웨딩드레스
15,750,5,151,750,웨딩스튜디오,가정^생활,결혼,웨딩스튜디오,가정^생활,결혼,웨딩스튜디오,웨딩스튜디오
16,22395,5,151,22395,웨딩컨설팅,가정^생활,결혼,웨딩컨설팅,가정^생활,결혼,웨딩컨설팅,웨딩컨설팅
17,22459,5,151,22459,혼수용품,가정^생활,결혼,혼수용품,가정^생활,결혼,혼수용품,혼수용품
18,325,5,325,,꽃집^꽃배달,가정^생활,꽃집^꽃배달,,가정^생활,꽃집^꽃배달,,꽃집^꽃배달
19,853,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,,대형마트
20,17260,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,롯데 빅마켓,롯데 빅마켓
21,1125,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,롯데마트,롯데마트
22,2655,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,메가마트,메가마트
23,1747,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,이마트,이마트
24,3256,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,이마트 트레이더스,이마트 트레이더스
25,1628,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,코스트코,코스트코
26,1629,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,킴스클럽,킴스클럽
27,2814,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,탑마트,탑마트
28,2796,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,하나로마트,하나로마트
29,1630,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,하나로클럽,하나로클럽
30,1488,5,853,,대형마트,가정^생활,대형마트,,가정^생활,대형마트,홈플러스,홈플러스
31,348,5,348,,도박^복권,가정^생활,도박^복권,,가정^생활,도박^복권,,도박^복권
32,23262,5,23262,,드럭스토어,가정^생활,드럭스토어,,가정^생활,드럭스토어,,드럭스토어
33,2798,5,23262,,드럭스토어,가정^생활,드럭스토어,,가정^생활,드럭스토어,랄라블라,랄라블라
34,22470,5,23262,,드럭스토어,가정^생활,드럭스토어,,가정^생활,드럭스토어,롭스,롭스
35,2532,5,23262,,드럭스토어,가정^생활,드럭스토어,,가정^생활,드럭스토어,올리브영,올리브영
36,435,5,435,,면세점,가정^생활,면세점,,가정^생활,면세점,,면세점
37,2559,5,435,,면세점,가정^생활,면세점,,가정^생활,면세점,롯데면세점,롯데면세점
38,220,5,220,,목욕탕^사우나,가정^생활,목욕탕^사우나,,가정^생활,목욕탕^사우나,,목욕탕^사우나
39,554,5,220,554,찜질방,가정^생활,목욕탕^사우나,찜질방,가정^생활,목욕탕^사우나,찜질방,찜질방
40,68,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,,문구^사무용품
41,23279,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,드림디포,드림디포
42,18086,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,디자인문구
43,2627,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,1300K
44,22481,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,라인프렌즈
45,2610,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,아트박스
46,22480,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,카카오프렌즈
47,2709,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,디자인문구,텐바이텐
48,2615,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,링코,링코
49,2585,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,알파,알파
50,2787,5,68,,문구^사무용품,가정^생활,문구^사무용품,,가정^생활,문구^사무용품,오피스넥스,오피스넥스
51,156,5,156,,미용,가정^생활,미용,,가정^생활,미용,,미용
52,1730,5,156,1730,가발,가정^생활,미용,가발,가정^생활,미용,가발,가발
53,3431,5,156,1730,가발,가정^생활,미용,가발,가정^생활,미용,가발,모양가발
54,1605,5,156,1605,네일샵,가정^생활,미용,네일샵,가정^생활,미용,네일샵,네일샵
55,18033,5,156,1605,네일샵,가정^생활,미용,네일샵,가정^생활,미용,네일샵,루미가넷
56,452,5,156,452,메이크업,가정^생활,미용,메이크업,가정^생활,미용,메이크업,메이크업
57,1604,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,미용실
58,2788,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,나이스가이
59,2634,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,리안헤어
60,2635,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,마샬뷰티살롱
61,2636,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,박승철헤어스투디오
62,2637,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,박준뷰티랩
63,2605,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,블루클럽
64,2647,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,이가자헤어비스
65,2646,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,이철헤어커커
66,3236,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,이훈헤어칼라
67,2705,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,제오헤어
68,22981,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,준오헤어
69,2645,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,최가을헤어드레서
70,22962,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,토리헤어
71,2711,5,156,1604,미용실,가정^생활,미용,미용실,가정^생활,미용,미용실,프랑크프로보
72,968,5,156,968,미용용품,가정^생활,미용,미용용품,가정^생활,미용,미용용품,미용용품
73,1503,5,156,1503,발관리,가정^생활,미용,발관리,가정^생활,미용,발관리,발관리
74,2984,5,156,1503,발관리,가정^생활,미용,발관리,가정^생활,미용,발관리,더풋샵
75,1502,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,체형관리
76,2950,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,14일동안
77,1731,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,다이어트^비만
78,765,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,단식원
79,3260,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,멋진인생
80,3229,5,156,1502,체형관리,가정^생활,미용,체형관리,가정^생활,미용,체형관리,약손명가
81,1031,5,156,1031,탈모관리,가정^생활,미용,탈모관리,가정^생활,미용,탈모관리,탈모관리
82,2871,5,156,1031,탈모관리,가정^생활,미용,탈모관리,가정^생활,미용,탈모관리,WT메소드
83,3430,5,156,1031,탈모관리,가정^생활,미용,탈모관리,가정^생활,미용,탈모관리,닥터스칼프
84,17226,5,156,1031,탈모관리,가정^생활,미용,탈모관리,가정^생활,미용,탈모관리,모발로
85,3418,5,156,1031,탈모관리,가정^생활,미용,탈모관리,가정^생활,미용,탈모관리,아미치0.3
86,1110,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,피부관리
87,3410,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,더레드클럽
88,2874,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,벨스킨
89,3072,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,세레니끄
90,3416,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,스킨포유
91,2900,5,156,1110,피부관리,가정^생활,미용,피부관리,가정^생활,미용,피부관리,이브클라인
92,1208,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,화장품
93,3122,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,네이처리퍼블릭
94,2578,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,더바디샵
95,22433,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,더샘
96,2537,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,더페이스샵
97,2599,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,미샤
98,22265,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,바닐라코
99,3326,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,보떼
100,2613,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,뷰티크레딧
101,2639,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,뷰티플렉스
102,2538,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,스킨푸드
103,2534,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,아리따움
104,22223,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,어퓨
105,2575,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,에뛰드
106,18417,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,에스쁘아
107,2614,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,이니스프리
108,2565,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,토니모리
109,3248,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,한스킨
110,1295,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,향수
111,2864,5,156,1208,화장품,가정^생활,미용,화장품,가정^생활,미용,화장품,홀리카홀리카
112,681,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,,백화점
113,1631,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,AK플라자,AK플라자
114,1748,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,NC백화점,NC백화점
115,1219,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,갤러리아백화점,갤러리아백화점
116,2681,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,동아백화점,동아백화점
117,1045,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,롯데백화점,롯데백화점
118,1632,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,신세계백화점,신세계백화점
119,1222,5,681,,백화점,가정^생활,백화점,,가정^생활,백화점,현대백화점,현대백화점
120,333,5,333,,상가^아케이드,가정^생활,상가^아케이드,,가정^생활,상가^아케이드,,상가^아케이드
121,588,5,333,,상가^아케이드,가정^생활,상가^아케이드,,가정^생활,상가^아케이드,아파트상가,아파트상가
122,17469,5,333,,상가^아케이드,가정^생활,상가^아케이드,,가정^생활,상가^아케이드,엔터식스,엔터식스
123,1111,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,,상설할인매장
124,2531,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,2001 아울렛,2001 아울렛
125,2564,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,뉴코아아울렛,뉴코아아울렛
126,3393,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,롯데아울렛,롯데아울렛
127,3392,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,신세계아울렛,신세계아울렛
128,18069,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,오렌지팩토리,오렌지팩토리
129,218,5,1111,,상설할인매장,가정^생활,상설할인매장,,가정^생활,상설할인매장,의류할인매장,의류할인매장
130,130,5,130,,생활용품점,가정^생활,생활용품점,,가정^생활,생활용품점,,생활용품점
131,2604,5,130,,생활용품점,가정^생활,생활용품점,,가정^생활,생활용품점,다이소,다이소
132,18087,5,130,18087,미싱판매,가정^생활,생활용품점,미싱판매,가정^생활,생활용품점,미싱판매,미싱판매
133,446,5,130,446,성인용품,가정^생활,생활용품점,성인용품,가정^생활,생활용품점,성인용품,성인용품
134,22256,5,130,22256,양키캔들,가정^생활,생활용품점,양키캔들,가정^생활,생활용품점,양키캔들,양키캔들
135,18088,5,130,18088,열쇠^도장,가정^생활,생활용품점,열쇠^도장,가정^생활,생활용품점,열쇠^도장,열쇠^도장
136,22291,5,130,18088,열쇠^도장,가정^생활,생활용품점,열쇠^도장,가정^생활,생활용품점,열쇠^도장,도장
137,22290,5,130,18088,열쇠^도장,가정^생활,생활용품점,열쇠^도장,가정^생활,생활용품점,열쇠^도장,열쇠
138,18089,5,130,18089,인테리어장식판매,가정^생활,생활용품점,인테리어장식판매,가정^생활,생활용품점,인테리어장식판매,인테리어장식판매
139,216,5,130,216,주방용품,가정^생활,생활용품점,주방용품,가정^생활,생활용품점,주방용품,주방용품
140,2804,5,130,216,주방용품,가정^생활,생활용품점,주방용품,가정^생활,생활용품점,주방용품,주방가구^싱크대판매
141,3262,5,130,216,주방용품,가정^생활,생활용품점,주방용품,가정^생활,생활용품점,주방용품,한국도자기
142,18090,5,130,18090,철물점,가정^생활,생활용품점,철물점,가정^생활,생활용품점,철물점,철물점
143,18091,5,130,18091,침구판매,가정^생활,생활용품점,침구판매,가정^생활,생활용품점,침구판매,침구판매
144,22317,5,130,18091,침구판매,가정^생활,생활용품점,침구판매,가정^생활,생활용품점,침구판매,이브자리
145,18092,5,130,18092,커튼^블라인드판매,가정^생활,생활용품점,커튼^블라인드판매,가정^생활,생활용품점,커튼^블라인드판매,커튼^블라인드판매
146,760,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,,세탁소
147,18093,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,빨래방,빨래방
148,22233,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,세탁을위한사람들,세탁을위한사람들
149,22224,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,크린스피드,크린스피드
150,22417,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,크린에이드,크린에이드
151,22234,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,크린위드,크린위드
152,2964,5,760,,세탁소,가정^생활,세탁소,,가정^생활,세탁소,크린토피아,크린토피아
153,552,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,,슈퍼마켓
154,438,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,대형슈퍼
155,2630,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,GS수퍼마켓
156,2648,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,롯데슈퍼
157,17259,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,이마트 에브리데이
158,2713,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,홈플러스익스프레스
159,22262,5,552,438,대형슈퍼,가정^생활,슈퍼마켓,대형슈퍼,가정^생활,슈퍼마켓,롯데마켓999,롯데마켓999
160,3211,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,올가,올가
161,18094,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,유기농슈퍼,유기농슈퍼
162,22932,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,자연드림,자연드림
163,2707,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,초록마을,초록마을
164,604,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,편의점
165,22239,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,365PLUS
166,1564,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,CU
167,1792,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,GS25
168,22237,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,IGA마트
169,22235,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,개그스토리
170,22312,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,로그인
171,1793,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,미니스톱
172,1076,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,바이더웨이
173,22306,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,베스트올
174,1454,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,세븐일레븐
175,22308,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,썬플러스
176,22303,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,씨스페이스
177,22307,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,원타임
178,22302,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,이마트24
179,22309,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,인더라인25
180,22298,5,552,604,편의점,가정^생활,슈퍼마켓,편의점,가정^생활,슈퍼마켓,편의점,편의점사랑
181,17471,5,552,,슈퍼마켓,가정^생활,슈퍼마켓,,가정^생활,슈퍼마켓,한살림,한살림
182,432,5,432,,시장,가정^생활,시장,,가정^생활,시장,,시장
183,18070,5,18070,,식품판매,가정^생활,식품판매,,가정^생활,식품판매,,식품판매
184,18095,5,18070,18095,과일^채소가게,가정^생활,식품판매,과일^채소가게,가정^생활,식품판매,과일^채소가게,과일^채소가게
185,2597,5,18070,18095,과일^채소가게,가정^생활,식품판매,과일^채소가게,가정^생활,식품판매,과일^채소가게,총각네
186,1500,5,18070,1500,김치판매,가정^생활,식품판매,김치판매,가정^생활,식품판매,김치판매,김치판매
187,1477,5,18070,1477,두부,가정^생활,식품판매,두부,가정^생활,식품판매,두부,두부
188,18096,5,18070,18096,반찬가게,가정^생활,식품판매,반찬가게,가정^생활,식품판매,반찬가게,반찬가게
189,18097,5,18070,18097,수산물판매,가정^생활,식품판매,수산물판매,가정^생활,식품판매,수산물판매,수산물판매
190,1712,5,18070,1712,얼음,가정^생활,식품판매,얼음,가정^생활,식품판매,얼음,얼음
191,1384,5,18070,1384,우유판매^유제품판매,가정^생활,식품판매,우유판매^유제품판매,가정^생활,식품판매,우유판매^유제품판매,우유판매^유제품판매
192,1713,5,18070,1713,젓갈,가정^생활,식품판매,젓갈,가정^생활,식품판매,젓갈,젓갈
193,3357,5,18070,3357,정육점,가정^생활,식품판매,정육점,가정^생활,식품판매,정육점,정육점
194,449,5,449,,애완동물,가정^생활,애완동물,,가정^생활,애완동물,,애완동물
195,776,5,449,776,동물병원,가정^생활,애완동물,동물병원,가정^생활,애완동물,동물병원,동물병원
196,22945,5,449,22945,반려견놀이터,가정^생활,애완동물,반려견놀이터,가정^생활,애완동물,반려견놀이터,반려견놀이터
197,2800,5,449,2800,애견샵,가정^생활,애완동물,애견샵,가정^생활,애완동물,애견샵,애견샵
198,2799,5,449,2799,애완용품,가정^생활,애완동물,애완용품,가정^생활,애완동물,애완용품,애완용품
199,22403,5,449,2799,애완용품,가정^생활,애완동물,애완용품,가정^생활,애완동물,애완용품,장보는 강아지와 고양이
200,2801,5,449,2801,열대어^관상어,가정^생활,애완동물,열대어^관상어,가정^생활,애완동물,열대어^관상어,열대어^관상어
201,2803,5,449,2801,열대어^관상어,가정^생활,애완동물,열대어^관상어,가정^생활,애완동물,열대어^관상어,수족관
202,1207,5,449,1207,훈련소,가정^생활,애완동물,훈련소,가정^생활,애완동물,훈련소,훈련소
203,18071,5,18071,,여가시설,가정^생활,여가시설,,가정^생활,여가시설,,여가시설
204,642,5,18071,642,게임방^PC방,가정^생활,여가시설,게임방^PC방,가정^생활,여가시설,게임방^PC방,게임방^PC방
205,736,5,18071,736,노래방,가정^생활,여가시설,노래방,가정^생활,여가시설,노래방,노래방
206,3391,5,18071,736,노래방,가정^생활,여가시설,노래방,가정^생활,여가시설,노래방,락휴노래연습장
207,3390,5,18071,736,노래방,가정^생활,여가시설,노래방,가정^생활,여가시설,노래방,수노래연습장
208,2844,5,18071,2844,도서대여점,가정^생활,여가시설,도서대여점,가정^생활,여가시설,도서대여점,도서대여점
209,18098,5,18071,18098,만화방,가정^생활,여가시설,만화방,가정^생활,여가시설,만화방,만화방
210,2842,5,18071,2842,멀티방,가정^생활,여가시설,멀티방,가정^생활,여가시설,멀티방,멀티방
211,2919,5,18071,2842,멀티방,가정^생활,여가시설,멀티방,가정^생활,여가시설,멀티방,멀티플러스
212,2975,5,18071,2842,멀티방,가정^생활,여가시설,멀티방,가정^생활,여가시설,멀티방,미디어락
213,2918,5,18071,2842,멀티방,가정^생활,여가시설,멀티방,가정^생활,여가시설,멀티방,스마일
214,3363,5,18071,3363,비디오^DVD대여점,가정^생활,여가시설,비디오^DVD대여점,가정^생활,여가시설,비디오^DVD대여점,비디오^DVD대여점
215,313,5,18071,313,비디오방^DVD감상실,가정^생활,여가시설,비디오방^DVD감상실,가정^생활,여가시설,비디오방^DVD감상실,비디오방^DVD감상실
216,23263,5,18071,23263,뽑기방,가정^생활,여가시설,뽑기방,가정^생활,여가시설,뽑기방,뽑기방
217,563,5,18071,563,오락실,가정^생활,여가시설,오락실,가정^생활,여가시설,오락실,오락실
218,439,5,439,,운명감정,가정^생활,운명감정,,가정^생활,운명감정,,운명감정
219,1392,5,439,1392,철학원,가정^생활,운명감정,철학원,가정^생활,운명감정,철학원,철학원
220,152,5,152,,유아,가정^생활,유아,,가정^생활,유아,,유아
221,17269,5,152,17269,놀이시설,가정^생활,유아,놀이시설,가정^생활,유아,놀이시설,놀이시설
222,891,5,152,17269,놀이시설,가정^생활,유아,놀이시설,가정^생활,유아,놀이시설,놀이터
223,888,5,152,888,유아용품,가정^생활,유아,유아용품,가정^생활,유아,유아용품,유아용품
224,752,5,152,752,장난감^완구,가정^생활,유아,장난감^완구,가정^생활,유아,장난감^완구,장난감^완구
225,2726,5,152,752,장난감^완구,가정^생활,유아,장난감^완구,가정^생활,유아,장난감^완구,토이저러스
226,18072,5,18072,,유흥시설,가정^생활,유흥시설,,가정^생활,유흥시설,,유흥시설
227,473,5,18072,473,나이트^클럽,가정^생활,유흥시설,나이트^클럽,가정^생활,유흥시설,나이트^클럽,나이트^클럽
228,895,5,18072,473,나이트^클럽,가정^생활,유흥시설,나이트^클럽,가정^생활,유흥시설,나이트^클럽,성인댄스클럽
229,592,5,18072,592,유흥주점,가정^생활,유흥시설,유흥주점,가정^생활,유흥시설,유흥주점,유흥주점
230,2867,5,18072,592,유흥주점,가정^생활,유흥시설,유흥주점,가정^생활,유흥시설,유흥주점,멜로디 후르츠
231,22446,5,18072,592,유흥주점,가정^생활,유흥시설,유흥주점,가정^생활,유흥시설,유흥주점,준코
232,374,5,18072,374,휴게텔,가정^생활,유흥시설,휴게텔,가정^생활,유흥시설,휴게텔,휴게텔
233,1296,5,1296,,이발소,가정^생활,이발소,,가정^생활,이발소,,이발소
234,146,5,146,,이사,가정^생활,이사,,가정^생활,이사,,이사
235,543,5,146,543,용달^사다리차,가정^생활,이사,용달^사다리차,가정^생활,이사,용달^사다리차,용달^사다리차
236,654,5,146,654,이삿짐센터,가정^생활,이사,이삿짐센터,가정^생활,이사,이삿짐센터,이삿짐센터
237,2586,5,146,654,이삿짐센터,가정^생활,이사,이삿짐센터,가정^생활,이사,이삿짐센터,kgb
238,56,5,56,,장례,가정^생활,장례,,가정^생활,장례,,장례
239,22293,5,56,22293,국립묘지,가정^생활,장례,국립묘지,가정^생활,장례,국립묘지,국립묘지
240,448,5,56,448,납골당,가정^생활,장례,납골당,가정^생활,장례,납골당,납골당
241,346,5,56,346,묘지,가정^생활,장례,묘지,가정^생활,장례,묘지,묘지
242,447,5,56,447,장례식장,가정^생활,장례,장례식장,가정^생활,장례,장례식장,장례식장
243,761,5,56,761,화장터,가정^생활,장례,화장터,가정^생활,장례,화장터,화장터
244,66,5,66,,전자제품,가정^생활,전자제품,,가정^생활,전자제품,,전자제품
245,2838,5,66,2838,전자제품렌탈,가정^생활,전자제품,전자제품렌탈,가정^생활,전자제품,전자제품렌탈,전자제품렌탈
246,18425,5,66,2838,전자제품렌탈,가정^생활,전자제품,전자제품렌탈,가정^생활,전자제품,전자제품렌탈,코웨이
247,329,5,66,329,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,전자제품서비스센터
248,22478,5,66,329,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,HP서비스센터
249,1400,5,66,329,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,JVC서비스센터
250,1611,5,66,329,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,LG전자서비스센터
251,1507,5,66,329,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,가정^생활,전자제품,전자제품서비스센터,대우전자서비스
